job_id,file_path,file_name,hypothesis_vuln_type,hypothesis_target_function,hypothesis_explanation,tool_call_json,vulnerability_type,target_function,is_vulnerable,evidence,input_hex,code_line,time,validation_status,remark
3ce886d080cd4101a188d9d46001c56a,C:\Users\marko\PycharmProjects\context\testset\pyr.c,pyr.c,heap_overflow,write_buffer,scanf unbounded,"{""target_path"": ""..\\pyr.c"", ""target_function"": ""write_buffer""}",heap_overflow,write_buffer,true,Canary symbolic - heap overflow,0000000000,48,1.04,vuln_found,Heap overflow via scanf
13dda5f4c4f74bf9b858d6295bec15d9,C:\Users\marko\PycharmProjects\context\testset\ejk.c,ejk.c,heap_overflow,write_buffer,scanf unbounded,"{""target_path"": ""..\\ejk.c"", ""target_function"": ""write_buffer""}",heap_overflow,write_buffer,true,Canary symbolic - heap overflow,0000000000,42,1.01,vuln_found,Heap overflow via scanf
989638bb18e347f3aaada65894ca92b7,C:\Users\marko\PycharmProjects\context\testset\ivp.c,ivp.c,heap_overflow,alloc_object,scanf unbounded,"{""target_path"": ""..\\ivp.c"", ""target_function"": ""alloc_object""}",heap_overflow,alloc_object,true,Canary symbolic - heap overflow,0000000000,57,1.15,vuln_found,Heap overflow via scanf
bd2f3c97821c4c5d9029897bc19b38dd,C:\Users\marko\PycharmProjects\context\testset\sdt.c,sdt.c,stack_overflow,vuln,strcpy buffer overflow,"{""target_path"": ""..\\sdt.c"", ""target_function"": ""vuln""}",stack_overflow,vuln,true,Symbolic RIP detected via strcpy(),20041020800804040408080180400810040801800101800440401001010810010402040204010410208020400808020110011080014010040101020102088000000000000000000000000000000000000000000000000000000080000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000048000000,18,21,vuln_found,RIP control via strcpy
a99d74030cf34648a3c80ff96cdbcfcf,C:\Users\marko\PycharmProjects\context\testset\fvl.c,fvl.c,format_string,serve_patrick,printf format string,"{""target_path"": ""..\\fvl.c"", ""target_function"": ""serve_patrick""}",format_string,serve_patrick,true,Symbolic format string and RIP control,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000009008b1511c00581000000000000000000000000000000000000000000000000000000000000000000000000000000007265677275425f747340666b61657242,68,4.03,vuln_found,Format string vulnerability
0c67211e73ae4108a3316333691cb7a3,C:\Users\marko\PycharmProjects\context\testset\hkn.c,hkn.c,format_string,main,printf format string,"{""target_path"": ""..\\hkn.c"", ""target_function"": ""main""}",format_string,main,true,Symbolic format string detected,0000000000,36,2.97,vuln_found,Format string vulnerability
eae89a4d6eb74f0dab99ddc6d93aedff,C:\Users\marko\PycharmProjects\context\testset\tob.c,tob.c,format_string,main,printf format string,"{""target_path"": ""..\\tob.c"", ""target_function"": ""main""}",format_string,main,true,Symbolic format string detected,0000000000,14,0.65,vuln_found,Format string vulnerability
2489f21e5c3a44d0b7dc98511a8b2f87,C:\Users\marko\PycharmProjects\context\testset\elk.c,elk.c,stack_overflow,main,read() buffer overflow,"{""target_path"": ""..\\elk.c"", ""target_function"": ""main""}",stack_overflow,main,true,Symbolic RIP detected via read(),01010101010101010101010101010101010101010101010101010101010101010101010101010101bc207881880f7c9b0101010101010100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,28,2.35,vuln_found,RIP control via read() overflow
65140fa29be644978ef748a83286b626,C:\Users\marko\PycharmProjects\context\testset\isp.c,isp.c,stack_overflow,main,scanf buffer overflow,"{""target_path"": ""..\\isp.c"", ""target_function"": ""main""}",stack_overflow,main,false,No overflow detected,n/a,11,0.69,no_vuln_found,Bounds check may have protected
8503bcc5f39046549e4b3549f72f4b94,C:\Users\marko\PycharmProjects\context\testset\wgs.c,wgs.c,format_string,vuln,printf format string,"{""target_path"": ""..\\wgs.c"", ""target_function"": ""vuln""}",format_string,vuln,true,Symbolic format string detected,f5f5f5f5f5f5f5f5f5e5f5f5f5f5f5f5f5f5f5f5f5f5f5f5f5f5f5f5f5f5f5f5f5f5f5f5f5f5f5f5f5f5f5f5f5f5f5f5f5f5f5f5f5f5f5f5f5f5f5f5f5f5f5f5f5f5f5f5f5f5f5f5f5f5f5f5f5f5f5f5f5f5f5f5f5f5f5f5f5f5f5f5f5f5f5f5f5f5f5f5f5f5f5f5f5f5f5f5f5f5f5f5f5f5f5f5f5f5f5f5f5f5f5f5f5f5f500,10,0.62,vuln_found,Format string vulnerability
b902a6416e364f259052928f2a01d0b3,C:\Users\marko\PycharmProjects\context\testset\fnc.c,fnc.c,format_string,vuln,printf format string,"{""target_path"": ""..\\fnc.c"", ""target_function"": ""vuln""}",format_string,vuln,true,Symbolic format string detected,f5f5f5f5f5f5f5f5f5b5f5f5f5f5f5f5f5f5f5f5f5f5f5f5f5f5f5f5f5f5f5f5f5f5f5f5f5f5f5f5f5f5f5f5f5f5f5f5f5f5f5f5f5f5f5f5f5f5f5f5f5f5f5f5f5f5f5f5f5f5f5f5f5f5f5f5f5f5f5f5f5f5f5f5f5f5f5f5f5f5f5f5f5f5f5f5f5f5f5f5f5f5f5f5f5f5f5f5f5f5f5f5f5f5f5f5f5f5f5f5f5f5f5f5f5f5f500,13,0.62,vuln_found,Format string vulnerability
8eafc5542764464082353cad4de1dd88,C:\Users\marko\PycharmProjects\context\testset\pmz.c,pmz.c,format_string,main,printf format string,"{""target_path"": ""..\\pmz.c"", ""target_function"": ""main""}",format_string,main,false,No format string vulnerability,n/a,26,0.44,no_vuln_found,Proper format string used
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
29.3k tokens,,,,,,,,,,,,,,,
