job_id,file_path,file_name,hypothesis_vuln_type,hypothesis_target_function,hypothesis_explanation,tool_call_json,vulnerability_type,target_function,is_vulnerable,evidence,input_hex,code_line,time,validation_status,remark
fa9119880edc4ec7a491b6c4b2ebe6d7,C:\Users\marko\PycharmProjects\context\testset\hbm.c,hbm.c,stack_overflow,main,gets(buffer) on char buffer[64] is unbounded,"{""target_function"": ""main"", ""vulnerability_type"": ""stack_overflow"", ""function_args"": [{""type"": ""variable"", ""name"": ""argc"", ""size"": 4}, {""type"": ""pointer"", ""name"": ""argv"", ""size"": 256}], ""structs"": []}",stack_overflow,main,true,Unconstrained state with symbolic RIP detected via gets() overflow; Stack Overflow confirmed in main,stdin=zero...2052d3bded2300f1...zero (return address overwritten with symbolic value),10,1.17,vuln_found,
1369337bc83f4c2c8da9f7975fea240c,C:\Users\marko\PycharmProjects\context\testset\hkn.c,hkn.c,auto,main,"scanf(%1024s,buf) off-by-one overflow on 1024-byte buf, plus printf(buf) format string vuln, likely exposing secret1/flag/secret2 stack strings","{""target_function"": ""main"", ""vulnerability_type"": ""auto"", ""function_args"": [], ""structs"": []}",none,main,false,"Solver error: Incorrect index 9, must be between 0 and 8; message suggests input size too large for mapped stack",n/a,34;36,0,error,"Solver error in stack_overflow solver (only stack_overflow analyzed despite auto request), not a confirmed negative result"
ac22b412f11a4067ad9857ac38f75e76,C:\Users\marko\PycharmProjects\context\testset\hkv.c,hkv.c,format_string,vuln,printf(buffer) directly uses fgets-populated attacker stdin buffer as format string,"{""target_function"": ""vuln"", ""vulnerability_type"": ""format_string"", ""function_args"": [], ""structs"": []}",format_string,vuln,true,Content of format string symbolic user-controlled; Format String confirmed in vuln,stdin=f5f5f5f5f5f5f5f5f5b5f5...f500 (512 bytes mostly 0xf5),20,0.71,vuln_found,
b14f225e037743cf9701c7ea3e55b0eb,C:\Users\marko\PycharmProjects\context\testset\idn.c,idn.c,auto,main,"malloc(sizeof(auth)) allocates only 8 bytes (pointer size) instead of struct size 36; strcpy(auth->name,...) heap overflow; free(auth) never NULLed then login dereferences auth->auth = use-after-free","{""target_function"": ""main"", ""vulnerability_type"": ""auto"", ""function_args"": [{""type"": ""variable"", ""name"": ""argc"", ""size"": 4}, {""type"": ""pointer"", ""name"": ""argv"", ""size"": 256}], ""structs"": [{""name"": ""auth"", ""location"": ""heap"", ""size"": 36, ""fields"": [{""name"": ""name"", ""size"": 32, ""is_input"": true}, {""name"": ""auth"", ""size"": 4, ""is_critical"": true}]}]}",heap_overflow;format_string;use_after_free,main,true,No Stack Overflow found; Heap Overflow confirmed (canary at 0x300000c symbolic via sizeof(auth) undersized malloc + strcpy); Format String confirmed; Use After Free confirmed (auth->auth dereferenced after free without NULL guard),stdin=4080800101010201...8080 (heap_overflow trigger); stdin=0101010101 + zeros (format_string/UAF trigger),25;28;32;38,91.71,vuln_found,format_string flag may be a solver artifact sharing evidence with UAF finding; no explicit printf format-string sink identified in source
0a0a09e3b5494291af9519477354bd2f,C:\Users\marko\PycharmProjects\context\testset\isp.c,isp.c,stack_overflow,main,"scanf(%24s,&buf) on char buf[20] writes up to 25 bytes, 5-byte stack overflow into adjacent val variable","{""target_function"": ""main"", ""vulnerability_type"": ""stack_overflow"", ""function_args"": [], ""structs"": []}",none,main,false,No Stack Overflow found in main,n/a,11,0.57,no_vuln_found,Clean negative result; small 5-byte overflow may not reach canary/RIP under tool's control-flow-hijack definition of stack_overflow
6645dd370b254d7584668323f348e094,C:\Users\marko\PycharmProjects\context\testset\ivp.c,ivp.c,heap_overflow,alloc_object,"size unchecked and scanf(%s,alloc) completely unbounded regardless of size, direct heap overflow","{""target_function"": ""alloc_object"", ""vulnerability_type"": ""heap_overflow"", ""function_args"": [], ""structs"": []}",heap_overflow,alloc_object,true,Canary at 0x300012f symbolic; Heap Overflow confirmed in alloc_object,scanf_4B_24=00000002; scanf_4B_41=zero4; scanf_512B_53=zero512,57,1.2,vuln_found,
74f4b5d01579427d898371d42e9c165a,C:\Users\marko\PycharmProjects\context\testset\jtr.c,jtr.c,stack_overflow,main,"unbounded strcpy(buffer,argv[1]) into char buffer[64], original unpatched vulnerable version","{""target_function"": ""main"", ""vulnerability_type"": ""stack_overflow"", ""function_args"": [{""type"": ""variable"", ""name"": ""argc"", ""size"": 4}, {""type"": ""pointer"", ""name"": ""argv"", ""size"": 96}], ""structs"": []}",stack_overflow,main,true,Unconstrained state with symbolic RIP detected; Stack Overflow confirmed in main,argc=00000002; argv=zero-padded with 0x80 marker at offset ~15; stdin=zero128,16,8.89,vuln_found,
eb73926431e74897abd7dc45aabf09a1,C:\Users\marko\PycharmProjects\context\testset\kls.c,kls.c,stack_overflow,main,"unbounded strcpy(buffer,variable) where variable=getenv(GREENIE), unpatched, into buffer[64]","{""target_function"": ""main"", ""vulnerability_type"": ""stack_overflow"", ""function_args"": [{""type"": ""variable"", ""name"": ""argc"", ""size"": 4}, {""type"": ""pointer"", ""name"": ""argv"", ""size"": 96}], ""structs"": []}",stack_overflow,main,true,Unconstrained state with symbolic RIP detected; Stack Overflow confirmed in main,arg0=zero4; arg1=zero96; stdin=zero128,20,5.09,vuln_found,
12416947f9264e9bb51a030b06b664a6,C:\Users\marko\PycharmProjects\context\testset\nqa.c,nqa.c,stack_overflow,getpath,gets(buffer) on char buffer[64] is unbounded,"{""target_function"": ""getpath"", ""vulnerability_type"": ""stack_overflow"", ""function_args"": [], ""structs"": []}",stack_overflow,getpath,true,Unconstrained state with symbolic RIP detected; Stack Overflow confirmed in getpath,stdin=0100000000...02ecd2649b09b85b0...zero,13,1.93,vuln_found,
f87ae5ba35fc4767a37d6c98ea2ce8ec,C:\Users\marko\PycharmProjects\context\testset\nqt.c,nqt.c,stack_overflow,main,"scanf(%1024s,buf) off-by-one overflow on 1024-byte stack buffer","{""target_function"": ""main"", ""vulnerability_type"": ""stack_overflow"", ""function_args"": [], ""structs"": []}",none,main,false,"Solver error: Incorrect index 9, must be between 0 and 8; message suggests input size too large for mapped stack",n/a,34,0,error,"Solver error in stack_overflow analysis, not a confirmed negative result"
559a68b98bdb4ee9bb2c4d14dc1e6060,C:\Users\marko\PycharmProjects\context\testset\ohm.c,ohm.c,heap_overflow,main,direct pointer writes forge fake chunk headers before/adjacent to allocated buffers then free() them to corrupt heap metadata (tcache poisoning style),"{""target_function"": ""main"", ""vulnerability_type"": ""heap_overflow"", ""function_args"": [], ""structs"": []}",none,main,false,No Heap Overflow found in main,n/a,65;76;81,0.87,no_vuln_found,"Clean negative result; solver likely does not model raw pointer-arithmetic heap metadata corruption (no copy/scanf overflow present, only direct writes), so this classic technique may fall outside its detection pattern"
df18d03dcc8049f58e5d701428628b8e,C:\Users\marko\PycharmProjects\context\testset\ovm.c,ovm.c,heap_overflow,main,"unbounded strcpy(a,argv[1]) etc into 32-byte heap buffers, unpatched version of lqt.c","{""target_function"": ""main"", ""vulnerability_type"": ""heap_overflow"", ""function_args"": [{""type"": ""variable"", ""name"": ""argc"", ""size"": 4}, {""type"": ""pointer"", ""name"": ""argv"", ""size"": 96}], ""structs"": []}",heap_overflow,main,true,Canary at 0x3000024 symbolic; Heap Overflow confirmed in main,argv=zero...80ffffff0000...ffffffffffffffff...zero,20,8.72,vuln_found,
4f93e59241084d048205ae354311a1ec,C:\Users\marko\PycharmProjects\context\testset\plw.c,plw.c,heap_overflow,main,"unbounded strcpy(d->name,argv[1]) can overflow into adjacent f heap chunk containing function pointer f->fp which is called next","{""target_function"": ""main"", ""vulnerability_type"": ""heap_overflow"", ""function_args"": [{""type"": ""variable"", ""name"": ""argc"", ""size"": 4}, {""type"": ""pointer"", ""name"": ""argv"", ""size"": 128}], ""structs"": [{""name"": ""d"", ""location"": ""heap"", ""size"": 64, ""fields"": [{""name"": ""name"", ""size"": 64, ""is_input"": true}]}, {""name"": ""f"", ""location"": ""heap"", ""size"": 8, ""fields"": [{""name"": ""fp"", ""size"": 8, ""is_critical"": true}]}]}",heap_overflow,main,true,Unconstrained state with symbolic RIP detected (f->fp hijacked); Heap Overflow confirmed in main,argv=zero...c0ffffffffff00...zero (RIP control via f->fp),36,7.26,vuln_found,
b4f8a46df8e14177a097b9b13bb05cbd,C:\Users\marko\PycharmProjects\context\testset\pmz.c,pmz.c,format_string,main,"printf(buf) uses attacker-controlled stdin data directly as format string, unpatched version of cwr.c","{""target_function"": ""main"", ""vulnerability_type"": ""format_string"", ""function_args"": [], ""structs"": []}",none,main,false,No Format String found in main,n/a,26,0.45,no_vuln_found,Clean negative result from framework despite source clearly showing printf(buf) with attacker-controlled buf
56c81e37fc834e9aa253a08ddb5f0fe8,C:\Users\marko\PycharmProjects\context\testset\pyr.c,pyr.c,heap_overflow,write_buffer,"scanf(%s,input_data) unbounded into a 5-byte heap buffer, unpatched version of cwl.c","{""target_function"": ""write_buffer"", ""vulnerability_type"": ""heap_overflow"", ""function_args"": [], ""structs"": []}",heap_overflow,write_buffer,true,Canary at 0x3000009 symbolic; Heap Overflow confirmed in write_buffer,scanf_4B_35=00000002; scanf_512B_54=zero512,48,1.08,vuln_found,
57150f4317f841099b27496cc464c15c,C:\Users\marko\PycharmProjects\context\testset\qxz.c,qxz.c,stack_overflow,main,"gets(buffer) unbounded on char buffer[64], unpatched version of mvo.c","{""target_function"": ""main"", ""vulnerability_type"": ""stack_overflow"", ""function_args"": [{""type"": ""variable"", ""name"": ""argc"", ""size"": 4}, {""type"": ""pointer"", ""name"": ""argv"", ""size"": 96}], ""structs"": []}",stack_overflow,main,true,Unconstrained state with symbolic RIP detected; Stack Overflow confirmed in main,stdin=zero...f6c48823041202b3...zero,11,1.36,vuln_found,
a6f2aaf38bf241b0bd6c88e97c1b4b1f,C:\Users\marko\PycharmProjects\context\testset\sbq.c,sbq.c,use_after_free,main,"free(victim) then *(size_t**)victim=... writes through the now-freed pointer with no NULL-guard, tcache poisoning pattern","{""target_function"": ""main"", ""vulnerability_type"": ""use_after_free"", ""function_args"": [], ""structs"": []}",none,main,false,No Use After Free found in main,n/a,35,0.54,no_vuln_found,Clean negative result from framework despite source clearly writing through victim pointer after free(victim) at line 21
ad5a534130c14848a77c970170d2c6f0,C:\Users\marko\PycharmProjects\context\testset\sdt.c,sdt.c,stack_overflow,main,gets(buf1) on char buf1[100] is unbounded,"{""target_function"": ""main"", ""vulnerability_type"": ""stack_overflow"", ""function_args"": [{""type"": ""variable"", ""name"": ""argc"", ""size"": 4}, {""type"": ""pointer"", ""name"": ""argv"", ""size"": 256}], ""structs"": []}",stack_overflow,main,true,Unconstrained state with symbolic RIP detected; Stack Overflow confirmed in main,stdin=2020804004800201...long symbolic hex ending 040801,40,9.27,vuln_found,
981a3aaae28343d0a3557c23e88c27f9,C:\Users\marko\PycharmProjects\context\testset\sdt.c,sdt.c,stack_overflow,vuln,"strcpy(buf2,input) unbounded into char buf2[16]","{""target_function"": ""vuln"", ""vulnerability_type"": ""stack_overflow"", ""function_args"": [{""type"": ""pointer"", ""name"": ""input"", ""size"": 132}], ""structs"": []}",stack_overflow,vuln,true,Unconstrained state with symbolic RIP detected; Stack Overflow confirmed in vuln,input(arg0)=long symbolic hex; stdin=f5f5f5f5f5f5f5f5f5f1f5...f500,18,10.98,vuln_found,
fda79adac2574405b0b4a24568a252b1,C:\Users\marko\PycharmProjects\context\testset\swp.c,swp.c,auto,vuln,"sprintf(buffer,string) with attacker-controlled string as format string: format-string vuln and possibly unbounded output into buffer[64]","{""target_function"": ""vuln"", ""vulnerability_type"": ""auto"", ""function_args"": [{""type"": ""pointer"", ""name"": ""string"", ""size"": 96}], ""structs"": []}",format_string;use_after_free,vuln,true,"No Stack Overflow found; No Heap Overflow found; Format String confirmed (content symbolic, %n write possible); Use After Free confirmed",arg0=zero96; stdin=zero128,13,2.05,vuln_found,UAF flag likely a solver artifact sharing identical evidence with format_string finding; no free()/heap alloc present in this function
800390ca84824852922a463473be372f,C:\Users\marko\PycharmProjects\context\testset\tob.c,tob.c,auto,main,"off-by-one via scanf(%1024s,buf) plus printf(buf) using raw input as format string, compound issue","{""target_function"": ""main"", ""vulnerability_type"": ""auto"", ""function_args"": [], ""structs"": []}",none,main,false,"Solver error: Incorrect index 9, must be between 0 and 8; message suggests input size too large for mapped stack",n/a,12;14,0,error,"Solver error in stack_overflow solver (only stack_overflow analyzed despite auto request), not a confirmed negative result"
2b1e668f4f514ebaa5ab16dbe20891a9,C:\Users\marko\PycharmProjects\context\testset\tqm.c,tqm.c,heap_overflow,write_buffer,"scanf(%s,input_data) unbounded into 5-byte heap buffer, unpatched version of gbo.c","{""target_function"": ""write_buffer"", ""vulnerability_type"": ""heap_overflow"", ""function_args"": [], ""structs"": []}",heap_overflow,write_buffer,true,Canary at 0x3000009 symbolic; Heap Overflow confirmed in write_buffer,scanf_4B_38=00000002; scanf_512B_58=zero512,49,1.09,vuln_found,
1223ee03eea14a00994d79e2accdec35,C:\Users\marko\PycharmProjects\context\testset\tso.c,tso.c,stack_overflow,getpath,"gets(buffer) unbounded on char buffer[64], unpatched version of gry.c","{""target_function"": ""getpath"", ""vulnerability_type"": ""stack_overflow"", ""function_args"": [], ""structs"": []}",stack_overflow,getpath,true,Unconstrained state with symbolic RIP detected; Stack Overflow confirmed in getpath,stdin=long symbolic hex 0000020830804100...zero-padded,13,2.71,vuln_found,
ce30f494906949aea6ade92dae0979af,C:\Users\marko\PycharmProjects\context\testset\uvj.c,uvj.c,auto,main,"read(0,buf,32) fills buf without guaranteed NUL terminator; printf(%s,buf) could over-read adjacent stack memory (info leak)","{""target_function"": ""main"", ""vulnerability_type"": ""auto"", ""function_args"": [], ""structs"": []}",none,main,false,"No Stack Overflow, No Heap Overflow, No Format String, No Use After Free found in main",n/a,28;30,1.97,no_vuln_found,Clean negative across all four categories; the suspected over-read/missing-NUL-terminator issue is not modeled as any of these four vulnerability classes by the framework
8bcf6c80734942d488fc6b69e7238a43,C:\Users\marko\PycharmProjects\context\testset\wgs.c,wgs.c,format_string,printbuffer,"printf(string) format-string vuln, called with attacker-controlled stdin buffer","{""target_function"": ""printbuffer"", ""vulnerability_type"": ""format_string"", ""function_args"": [{""type"": ""pointer"", ""name"": ""string"", ""size"": 544}], ""structs"": []}",format_string,printbuffer,true,Content of format string symbolic user-controlled; Format String confirmed in printbuffer,arg0=zero544; stdin=f5f5f5f5f5f5f5f5f5d5f5...f500,10,0.72,vuln_found,
511da7ca695b4708ab2ccf173898bb9c,C:\Users\marko\PycharmProjects\context\testset\wuj.c,wuj.c,stack_overflow,main,gets(buffer) on char buffer[64] unbounded,"{""target_function"": ""main"", ""vulnerability_type"": ""stack_overflow"", ""function_args"": [{""type"": ""variable"", ""name"": ""argc"", ""size"": 4}, {""type"": ""pointer"", ""name"": ""argv"", ""size"": 96}], ""structs"": []}",stack_overflow,main,true,Unconstrained state with symbolic RIP detected; Stack Overflow confirmed in main,stdin=zero...c28117a486100724...zero,15,1.21,vuln_found,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
29.9k tokens,,,,,,,,,,,,,,,
