job_id,file_path,file_name,hypothesis_vuln_type,hypothesis_target_function,hypothesis_explanation,tool_call_json,vulnerability_type,target_function,is_vulnerable,evidence,input_hex,code_line,time,validation_status,remark
5920b09f6dbd4942b973ce66adba2541,C:\Users\marko\PycharmProjects\context\testset\ovm.c,ovm.c,heap_overflow,main,strcpy of argv[1..3] into three malloc(32) buffers corrupts heap metadata,"{""target_function"":""main"",""vulnerability_type"":""heap_overflow"",""function_args"":[{""type"":""concrete"",""value"":4},{""type"":""pointer"",""size"":64}],""structs"":[]}",heap_overflow,main,true,Canary at 0x3000024 became symbolic indicating overflow of malloc(32) buffer,arg_0=...00000000ff... (overflow past 32-byte chunk),20,4.01,vuln_found,Heap Overflow confirmed in 'main'
465567a82ca346c78370dc6cede1bc1b,C:\Users\marko\PycharmProjects\context\testset\swp.c,swp.c,format_string,vuln,"sprintf(buffer,string) uses attacker-controlled string as format","{""target_function"":""vuln"",""vulnerability_type"":""format_string"",""function_args"":[{""type"":""pointer"",""size"":128}],""structs"":[]}",format_string,vuln,true,Format string content is symbolic (user-controlled); allows %x/%s leak and %n write,arg_0 symbolic format string (len 128),13,0.65,vuln_found,Format String confirmed in 'vuln'
23732db9afe94542a781c3addb2200cb,C:\Users\marko\PycharmProjects\context\testset\dzb.c,dzb.c,format_string,vuln,printf(string) passes attacker-controlled string as format directly,"{""target_function"":""vuln"",""vulnerability_type"":""format_string"",""function_args"":[{""type"":""pointer"",""size"":128}],""structs"":[]}",format_string,vuln,true,Format string content is symbolic (user-controlled); allows %x/%s leak and %n write,arg_0 symbolic format string (len 128),11,0.43,vuln_found,Format String confirmed in 'vuln'
85e5b09cf53e477d9e190fdef389c3ef,C:\Users\marko\PycharmProjects\context\testset\hkv.c,hkv.c,format_string,vuln,printf(buffer) with stdin-controlled format string (fgets then printf),"{""target_function"":""vuln"",""vulnerability_type"":""format_string"",""function_args"":[],""structs"":[]}",format_string,vuln,true,Format string content is symbolic (user-controlled) via stdin; allows %x/%s leak and %n write,stdin=f5f5...(symbolic format specifiers),20,0.73,vuln_found,Format String confirmed in 'vuln'
32a6a42bf09c43779439098a1903a2ef,C:\Users\marko\PycharmProjects\context\testset\tqm.c,tqm.c,heap_overflow,write_buffer,"scanf(%s,input_data) unbounded into malloc(5); overflows into safe_var","{""target_function"":""write_buffer"",""vulnerability_type"":""heap_overflow"",""function_args"":[],""structs"":[]}",heap_overflow,write_buffer,true,Canary at 0x3000009 became symbolic indicating overflow of malloc(5) buffer via scanf %s,scanf input overflows 5-byte chunk,49,1.14,vuln_found,Heap Overflow confirmed in 'write_buffer'
7973218bb2c34659bcff650456a7085a,C:\Users\marko\PycharmProjects\context\testset\qxz.c,qxz.c,stack_overflow,main,gets(buffer) unbounded read into buffer[64] overwrites modified/return addr,"{""target_function"":""main"",""vulnerability_type"":""stack_overflow"",""function_args"":[{""type"":""concrete"",""value"":1},{""type"":""pointer"",""size"":96}],""structs"":[]}",stack_overflow,main,true,Unconstrained state with symbolic RIP detected via stdin (gets),stdin overflow; RIP-control bytes 200004101a0105a0 at offset ~88,11,2.45,vuln_found,Stack Overflow confirmed in 'main'
c83cea050b4d49acb686bca04a238c78,C:\Users\marko\PycharmProjects\context\testset\pyr.c,pyr.c,heap_overflow,write_buffer,"scanf(%s,input_data) unbounded into malloc(5); overflows into safe_var","{""target_function"":""write_buffer"",""vulnerability_type"":""heap_overflow"",""function_args"":[],""structs"":[]}",heap_overflow,write_buffer,true,Canary at 0x3000009 became symbolic indicating overflow of malloc(5) buffer via scanf %s,scanf input overflows 5-byte chunk,48,1.23,vuln_found,Heap Overflow confirmed in 'write_buffer'
d705a4bd9a02499eabfa2123e18be428,C:\Users\marko\PycharmProjects\context\testset\ejk.c,ejk.c,heap_overflow,write_buffer,"scanf(%s,input_data) unbounded into malloc(5); overflows into function pointer x used by check_win","{""target_function"":""write_buffer"",""vulnerability_type"":""heap_overflow"",""function_args"":[],""structs"":[]}",heap_overflow,write_buffer,true,Canary at 0x3000009 became symbolic indicating overflow of malloc(5) buffer via scanf %s,scanf input overflows 5-byte chunk,42,1.1,vuln_found,Heap Overflow confirmed in 'write_buffer'
c5fdd4c9b84c4a5faa7b85f99ad092ff,C:\Users\marko\PycharmProjects\context\testset\ivp.c,ivp.c,heap_overflow,alloc_object,"scanf(%s,alloc) unbounded into malloc(user_size); combined with free_memory enables UAF of global x","{""target_function"":""alloc_object"",""vulnerability_type"":""heap_overflow"",""function_args"":[],""structs"":[{""name"":""x"",""location"":""heap"",""size"":35,""fields"":[{""name"":""a"",""size"":10},{""name"":""b"",""size"":10},{""name"":""c"",""size"":10},{""name"":""flag"",""size"":5,""is_critical"":true}]}]}",heap_overflow,alloc_object,true,Canary at 0x300012f became symbolic indicating overflow of malloc(size) buffer via scanf %s,size scanf=2 then unbounded %s overflow,57,1.23,vuln_found,Heap Overflow confirmed in 'alloc_object'
5dbe9c8fc3e2468fa7dd7f3d0e15ff14,C:\Users\marko\PycharmProjects\context\testset\sdt.c,sdt.c,stack_overflow,vuln,"strcpy(buf2,input) into buf2[16] with attacker-controlled input pointer","{""target_function"":""vuln"",""vulnerability_type"":""stack_overflow"",""function_args"":[{""type"":""pointer"",""size"":48}],""structs"":[]}",stack_overflow,vuln,true,Unconstrained state with symbolic RIP detected via input arg (strcpy),arg_0 overflow of buf2[16] controlling RIP,18,4.65,vuln_found,Stack Overflow confirmed in 'vuln'
6f3e3112d29841968c92a6084a11a93d,C:\Users\marko\PycharmProjects\context\testset\sdt.c,sdt.c,stack_overflow,main,gets(buf1) unbounded into buf1[100] then vuln strcpy into buf2[16],"{""target_function"":""main"",""vulnerability_type"":""stack_overflow"",""function_args"":[{""type"":""concrete"",""value"":1},{""type"":""pointer"",""size"":132}],""structs"":[]}",stack_overflow,main,true,Unconstrained state with symbolic RIP detected via stdin (gets),stdin overflow controlling RIP,40,14.58,vuln_found,Stack Overflow confirmed in 'main'
4245d38d7f4b4af58aa22cfac7ca8f53,C:\Users\marko\PycharmProjects\context\testset\fvl.c,fvl.c,format_string,serve_patrick,"scanf(%s,choice1[32]) unbounded overflow AND printf(choice1) with menu-controlled format specifiers","{""target_function"":""serve_patrick"",""vulnerability_type"":""auto"",""function_args"":[],""structs"":[]}","stack_overflow,heap_overflow,format_string",serve_patrick,true,All 4 solvers confirmed: symbolic RIP (stack/heap/uaf) and symbolic format string content; scanf decodes to menu 'Breakf@st_Burger',scanf bytes ...7265677275425f747340666b61657242 (Breakf@st_Burger reversed),68,23.17,vuln_found,Stack/Heap/Format-String all confirmed in 'serve_patrick'
4153555ff6cf4cd6a4afb0688d070812,C:\Users\marko\PycharmProjects\context\testset\fvl.c,fvl.c,format_string,serve_bob,"scanf(%s,choice2[32]) unbounded overflow AND printf(choice2) with menu-controlled format specifiers","{""target_function"":""serve_bob"",""vulnerability_type"":""auto"",""function_args"":[],""structs"":[]}","stack_overflow,heap_overflow,format_string",serve_bob,true,All 4 solvers confirmed: symbolic RIP (stack/heap/uaf) and symbolic format string content; scanf decodes to menu 'Pe%to_Portobello',scanf bytes ...6f6c6c65626f74726f505f6f74256550 (Pe%to_Portobello reversed),98,42.32,vuln_found,Stack/Heap/Format-String all confirmed in 'serve_bob'
3eeabc7240144941ba2661d4f342fa5e,C:\Users\marko\PycharmProjects\context\testset\hkn.c,hkn.c,format_string,main,"scanf(%1024s,buf) bounded but printf(buf) uses user input as format","{""target_function"":""main"",""vulnerability_type"":""format_string"",""function_args"":[],""structs"":[]}",format_string,main,true,Format string content is symbolic (user-controlled); allows %x/%s leak and %n write,printf(buf) symbolic format content,36,3.11,vuln_found,Format String confirmed in 'main'
eb9cf014f88747808256df8e96d13cd1,C:\Users\marko\PycharmProjects\context\testset\tob.c,tob.c,format_string,main,printf(buf) uses user input as format; used to overwrite global sus via %n,"{""target_function"":""main"",""vulnerability_type"":""format_string"",""function_args"":[],""structs"":[]}",format_string,main,true,Format string content is symbolic (user-controlled); allows %x/%s leak and %n write to sus,printf(buf) symbolic format content,14,0.48,vuln_found,Format String confirmed in 'main'
2fda50f87541436396a2c3369f9f30da,C:\Users\marko\PycharmProjects\context\testset\elk.c,elk.c,stack_overflow,main,"read(0,buf,128) reads 128 bytes into buf[32] overflowing saved return address","{""target_function"":""main"",""vulnerability_type"":""stack_overflow"",""function_args"":[],""structs"":[]}",stack_overflow,main,true,Unconstrained state with symbolic RIP detected via stdin (read 128 into buf[32]),stdin overflow controlling RIP,28,2.95,vuln_found,Stack Overflow confirmed in 'main'
097a69d27b22482696f4b378aad8b479,C:\Users\marko\PycharmProjects\context\testset\isp.c,isp.c,stack_overflow,main,"scanf(%24s,&buf) writes up to 25 bytes into buf[20] overwriting long val","{""target_function"":""main"",""vulnerability_type"":""stack_overflow"",""function_args"":[],""structs"":[]}",none,main,false,No Stack Overflow found in 'main'.,n/a,11,0.64,no_vuln_found,Overflows local val but no symbolic RIP; validator found no exploit
7deb4496ad804c67819a24da03fccaff,C:\Users\marko\PycharmProjects\context\testset\sbq.c,sbq.c,use_after_free,main,victim (ptrs[7]) freed then written via *(size_t**)victim; NULL guard removed vs ktv.c,"{""target_function"":""main"",""vulnerability_type"":""use_after_free"",""function_args"":[],""structs"":[]}",none,main,false,No Use After Free found in 'main'.,n/a,35,0.65,no_vuln_found,No external input; validator found no exploit
995c8fb96dfe4f6c96f81313df9cd854,C:\Users\marko\PycharmProjects\context\testset\wgs.c,wgs.c,format_string,printbuffer,printf(string) passes attacker-controlled string (stdin via vuln) as format,"{""target_function"":""printbuffer"",""vulnerability_type"":""format_string"",""function_args"":[{""type"":""pointer"",""size"":128}],""structs"":[]}",format_string,printbuffer,true,Format string content is symbolic (user-controlled); allows %x/%s leak and %n write,stdin=f5f5...(symbolic format specifiers),11,0.77,vuln_found,Format String confirmed in 'printbuffer'
882043d5db7a4ffb90a468246eeedb25,C:\Users\marko\PycharmProjects\context\testset\fnc.c,fnc.c,format_string,vuln,printf(buffer) with stdin-controlled format string (fgets then printf),"{""target_function"":""vuln"",""vulnerability_type"":""format_string"",""function_args"":[],""structs"":[]}",format_string,vuln,true,Format string content is symbolic (user-controlled) via stdin; allows %x/%s leak and %n write,stdin=f5f5...(symbolic format specifiers),13,0.68,vuln_found,Format String confirmed in 'vuln'
961c2e0584a1488cbb7c2e8bcd317f24,C:\Users\marko\PycharmProjects\context\testset\arf.c,arf.c,heap_overflow,main,undersized auth=malloc(sizeof(auth)) allocates 8 bytes; strncpy writes up to 30 bytes of line+5 into auth->name,"{""target_function"":""main"",""vulnerability_type"":""heap_overflow"",""function_args"":[{""type"":""concrete"",""value"":1},{""type"":""pointer"",""size"":48}],""structs"":[{""name"":""auth"",""location"":""heap"",""size"":8,""fields"":[{""name"":""name"",""size"":32,""is_input"":true},{""name"":""auth"",""size"":4,""is_critical"":true}]}]}",heap_overflow,main,true,Canary at 0x300000c became symbolic indicating overflow of undersized 8-byte auth chunk via auth command,stdin=auth 20... then auth-overflow (6175746820...),28,256.07,vuln_found,Heap Overflow confirmed in 'main'
8f94b59ab2fb404b9789ac98f82a1bc4,C:\Users\marko\PycharmProjects\context\testset\pmz.c,pmz.c,format_string,main,printf(buf) with stdin-controlled format string (fgets then printf),"{""target_function"":""main"",""vulnerability_type"":""format_string"",""function_args"":[],""structs"":[]}",none,main,false,No Format String found in 'main'.,n/a,26,0.69,no_vuln_found,Validator found no evidence of exploit
,,,,,,,,,,,,,,,
30.4k tokens,,,,,,,,,,,,,,,
